Interaction_id,interaction_type,interaction_outcome,follow_up_required,interaction_channel,follow_up_date,customer_id
10170,Complaint,Resolved,Yes,Phone,2024-10-13,10490
10171,Complaint,Pending,Yes,Chat,2024-10-31,8592
10172,Support Request,Resolved,No ,Chat,2024-10-17,5161
10173,Feedback,Resolved,No ,Email,2024-11-02,8111
10174,Complaint,Resolved,No ,Chat,2024-10-25,4570
10175,Support Request,Resolved,No ,Email,2024-10-10,701
10176,Feedback,Unresolved,Yes,Email,2024-10-10,6951
10177,Feedback,Unresolved,No ,Email,2024-10-17,8811
10178,Support Request,Implemented,Yes,Chat,2024-10-27,3519
10179,Feedback,Pending,No ,Chat,2024-10-20,7293
10180,Complaint,Implemented,No ,Email,2024-10-23,5656
10181,Complaint,Pending,No ,Email,2024-10-05,9770
10182,Complaint,Unresolved,Yes,Chat,2024-10-26,520
10183,Feedback,Resolved,Yes,Chat,2024-10-11,4231
10184,Support Request,Pending,No ,Chat,2024-10-11,6903
10185,Feedback,Resolved,Yes,Email,2024-10-18,2545
10186,Complaint,Pending,No ,Chat,2024-10-28,9417
10187,Support Request,Implemented,No ,Chat,2024-10-07,2457
10188,Feedback,Implemented,No ,Phone,2024-10-27,6872
10189,Complaint,Implemented,No ,Chat,2024-10-10,7203
10190,Complaint,Pending,Yes,Chat,2024-10-11,1582
10191,Support Request,Implemented,No ,Chat,2024-10-07,3094
10192,Complaint,Implemented,Yes,Phone,2024-10-12,7720
10193,Complaint,Resolved,No ,Chat,2024-10-19,4888
10194,Feedback,Implemented,No ,Phone,2024-10-10,2916
10195,Support Request,Pending,No ,Chat,2024-10-16,3795
10196,Complaint,Pending,No ,Email,2024-10-08,9715
10197,Feedback,Pending,No ,Chat,2024-10-08,6778
10198,Support Request,Resolved,No ,Email,2024-10-27,3681
10199,Feedback,Unresolved,Yes,Email,2024-10-24,5372
10200,Feedback,Pending,No ,Chat,2024-10-22,9572
10201,Support Request,Unresolved,No ,Chat,2024-10-18,8840
10202,Complaint,Unresolved,No ,Email,2024-10-10,3013
10203,Feedback,Pending,Yes,Chat,2024-10-31,10411
10204,Support Request,Implemented,Yes,Phone,2024-10-04,3168
10205,Complaint,Unresolved,Yes,Chat,2024-10-06,6559
10206,Complaint,Pending,No ,Chat,2024-10-29,3319
10207,Complaint,Pending,No ,Email,2024-10-18,9714
10208,Complaint,Unresolved,No ,Chat,2024-10-17,2538
10209,Complaint,Implemented,Yes,Phone,2024-10-09,8706
10210,Complaint,Resolved,No ,Email,2024-10-24,4884
10211,Complaint,Unresolved,Yes,Chat,2024-10-13,4049
10212,Feedback,Unresolved,Yes,Phone,2024-10-26,4173
10213,Feedback,Implemented,No ,Chat,2024-10-31,70
10214,Support Request,Pending,No ,Phone,2024-10-30,820
10215,Support Request,Resolved,No ,Email,2024-10-06,7593
10216,Complaint,Resolved,No ,Chat,2024-10-25,812
10217,Support Request,Implemented,No ,Chat,2024-10-28,247
10218,Support Request,Unresolved,Yes,Chat,2024-10-11,10293
10219,Complaint,Implemented,No ,Phone,2024-11-02,2928
10220,Feedback,Unresolved,No ,Email,2024-11-02,2708
10221,Feedback,Resolved,No ,Email,2024-10-17,1839
10222,Support Request,Pending,No ,Chat,2024-10-11,7123
10223,Support Request,Unresolved,Yes,Phone,2024-10-29,10452
10224,Support Request,Unresolved,Yes,Phone,2024-11-02,1061
10225,Complaint,Unresolved,No ,Email,2024-10-08,8947
10226,Support Request,Unresolved,Yes,Phone,2024-10-05,2023
10227,Support Request,Unresolved,No ,Phone,2024-10-15,9230
10228,Complaint,Unresolved,Yes,Chat,2024-10-17,5172
10229,Feedback,Implemented,No ,Chat,2024-10-28,9613
10230,Feedback,Implemented,No ,Chat,2024-10-18,9899
10231,Feedback,Pending,Yes,Phone,2024-10-11,9692
10232,Feedback,Pending,Yes,Chat,2024-10-05,542
10233,Complaint,Implemented,Yes,Chat,2024-10-26,6976
10234,Support Request,Resolved,No ,Phone,2024-10-24,3453
10235,Support Request,Unresolved,Yes,Email,2024-10-06,2525
10236,Complaint,Resolved,Yes,Email,2024-10-13,1233
10237,Feedback,Pending,Yes,Chat,2024-10-10,10083
10238,Feedback,Resolved,Yes,Chat,2024-11-02,1131
10239,Complaint,Resolved,No ,Chat,2024-10-11,1908
10240,Feedback,Unresolved,Yes,Chat,2024-10-26,7628
10241,Complaint,Resolved,Yes,Phone,2024-10-06,8270
10242,Support Request,Pending,Yes,Phone,2024-10-21,7088
10243,Complaint,Unresolved,No ,Email,2024-10-23,9035
10244,Feedback,Implemented,No ,Email,2024-10-18,3951
10245,Support Request,Implemented,No ,Email,2024-10-19,6492
10246,Complaint,Unresolved,No ,Chat,2024-10-11,6965
10247,Complaint,Pending,Yes,Email,2024-10-25,7714
10248,Feedback,Resolved,No ,Phone,2024-10-26,8983
10249,Feedback,Resolved,No ,Chat,2024-10-14,5572
10250,Complaint,Pending,Yes,Email,2024-10-27,5157
10251,Support Request,Unresolved,Yes,Phone,2024-11-01,6581
10252,Complaint,Implemented,No ,Email,2024-10-26,6362
10253,Feedback,Pending,Yes,Phone,2024-10-21,3607
10254,Feedback,Resolved,Yes,Phone,2024-10-24,5139
10255,Support Request,Pending,No ,Phone,2024-10-19,1369
10256,Support Request,Implemented,Yes,Phone,2024-11-01,6098
10257,Feedback,Pending,No ,Email,2024-10-25,5245
10258,Complaint,Resolved,Yes,Phone,2024-10-09,3602
10259,Support Request,Resolved,No ,Phone,2024-10-04,3153
10260,Support Request,Pending,No ,Email,2024-10-16,4340
10261,Complaint,Pending,No ,Chat,2024-10-22,6635
10262,Support Request,Unresolved,Yes,Phone,2024-10-29,9195
10263,Complaint,Pending,Yes,Phone,2024-10-28,9073
10264,Support Request,Implemented,No ,Phone,2024-10-28,9497
10265,Complaint,Implemented,No ,Chat,2024-10-29,1578
10266,Feedback,Implemented,Yes,Email,2024-10-30,2008
10267,Support Request,Resolved,Yes,Phone,2024-10-14,7413
10268,Support Request,Unresolved,No ,Phone,2024-10-15,3255
10269,Feedback,Implemented,Yes,Email,2024-10-22,2920
10270,Support Request,Resolved,No ,Email,2024-10-18,9516
10271,Complaint,Pending,No ,Phone,2024-10-23,8871
10272,Complaint,Implemented,Yes,Chat,2024-10-06,5633
10273,Feedback,Unresolved,Yes,Phone,2024-10-24,9589
10274,Support Request,Unresolved,Yes,Chat,2024-10-04,373
10275,Support Request,Unresolved,Yes,Email,2024-10-05,6209
10276,Feedback,Pending,No ,Email,2024-10-31,465
10277,Support Request,Unresolved,No ,Email,2024-10-28,856
10278,Complaint,Unresolved,No ,Chat,2024-10-09,8949
10279,Feedback,Resolved,Yes,Email,2024-10-25,4561
10280,Support Request,Implemented,Yes,Chat,2024-10-17,1066
10281,Feedback,Implemented,Yes,Phone,2024-10-19,10257
10282,Feedback,Resolved,Yes,Email,2024-10-07,10202
10283,Support Request,Pending,No ,Email,2024-10-10,2144
10284,Complaint,Pending,Yes,Chat,2024-10-09,6068
10285,Complaint,Implemented,Yes,Chat,2024-10-29,4662
10286,Complaint,Resolved,Yes,Chat,2024-10-15,3924
10287,Support Request,Pending,No ,Chat,2024-11-02,910
10288,Feedback,Unresolved,Yes,Phone,2024-10-10,2224
10289,Support Request,Unresolved,No ,Email,2024-10-05,6182
10290,Support Request,Resolved,No ,Email,2024-10-31,2083
10291,Complaint,Implemented,No ,Phone,2024-10-14,1514
10292,Support Request,Pending,No ,Phone,2024-10-08,5063
10293,Complaint,Pending,No ,Chat,2024-10-08,91
10294,Complaint,Pending,No ,Phone,2024-10-27,5112
10295,Support Request,Resolved,No ,Phone,2024-10-31,2046
10296,Feedback,Resolved,No ,Chat,2024-10-19,10571
10297,Complaint,Implemented,No ,Phone,2024-10-23,9153
10298,Complaint,Pending,Yes,Chat,2024-10-22,7090
10299,Feedback,Pending,No ,Phone,2024-10-13,7701
10300,Support Request,Unresolved,Yes,Phone,2024-10-04,6692
10301,Complaint,Unresolved,Yes,Chat,2024-10-11,5503
10302,Complaint,Resolved,No ,Email,2024-10-21,1643
10303,Support Request,Pending,No ,Chat,2024-10-12,4926
10304,Feedback,Pending,Yes,Email,2024-10-28,7317
10305,Feedback,Pending,Yes,Chat,2024-11-02,5505
10306,Complaint,Implemented,No ,Chat,2024-10-15,10076
10307,Complaint,Unresolved,Yes,Phone,2024-10-23,11
10308,Feedback,Implemented,No ,Email,2024-10-20,7256
10309,Support Request,Resolved,No ,Phone,2024-10-15,7556
10310,Support Request,Unresolved,Yes,Email,2024-10-11,1458
10311,Complaint,Implemented,Yes,Chat,2024-10-09,5348
10312,Support Request,Implemented,No ,Email,2024-10-07,509
10313,Feedback,Unresolved,No ,Phone,2024-10-06,4798
10314,Support Request,Pending,Yes,Phone,2024-10-15,89
10315,Complaint,Implemented,No ,Email,2024-10-12,628
10316,Complaint,Unresolved,Yes,Phone,2024-11-01,1807
10317,Feedback,Implemented,No ,Chat,2024-10-24,3845
10318,Feedback,Pending,Yes,Phone,2024-10-14,3751
10319,Support Request,Resolved,Yes,Email,2024-10-08,6575
10320,Support Request,Implemented,Yes,Phone,2024-10-29,7757
10321,Feedback,Resolved,Yes,Chat,2024-10-21,5030
10322,Complaint,Implemented,No ,Chat,2024-10-26,10422
10323,Complaint,Implemented,Yes,Phone,2024-11-01,9553
10324,Support Request,Implemented,Yes,Phone,2024-10-05,530
10325,Complaint,Unresolved,No ,Phone,2024-10-31,9624
10326,Complaint,Pending,Yes,Chat,2024-10-31,10822
10327,Complaint,Unresolved,Yes,Email,2024-10-26,1658
10328,Feedback,Pending,No ,Phone,2024-10-25,8800
10329,Feedback,Pending,Yes,Chat,2024-10-29,10689
10330,Feedback,Implemented,Yes,Chat,2024-10-27,1863
10331,Feedback,Resolved,No ,Chat,2024-10-13,8328
10332,Support Request,Unresolved,No ,Phone,2024-10-22,2411
10333,Support Request,Pending,No ,Phone,2024-10-04,6741
10334,Complaint,Resolved,No ,Chat,2024-10-08,9064
10335,Support Request,Implemented,No ,Email,2024-10-08,1603
10336,Complaint,Pending,Yes,Email,2024-10-20,3599
10337,Feedback,Unresolved,Yes,Phone,2024-10-05,5999
10338,Support Request,Resolved,No ,Chat,2024-10-05,3816
10339,Support Request,Resolved,Yes,Email,2024-10-15,5930
10340,Feedback,Implemented,Yes,Phone,2024-10-15,995
10341,Support Request,Implemented,No ,Chat,2024-10-21,10062
10342,Complaint,Pending,Yes,Email,2024-10-13,462
10343,Complaint,Implemented,Yes,Email,2024-10-18,6683
10344,Support Request,Pending,Yes,Chat,2024-10-07,2224
10345,Feedback,Pending,Yes,Chat,2024-10-31,656
10346,Support Request,Pending,Yes,Chat,2024-11-01,7605
10347,Feedback,Unresolved,Yes,Chat,2024-10-06,6264
10348,Complaint,Unresolved,No ,Phone,2024-10-13,6018
10349,Support Request,Implemented,No ,Email,2024-11-01,941
10350,Complaint,Resolved,No ,Email,2024-10-14,714
10351,Support Request,Implemented,Yes,Email,2024-10-30,3409
10352,Feedback,Implemented,No ,Email,2024-10-11,4173
10353,Support Request,Pending,Yes,Phone,2024-10-05,859
10354,Support Request,Resolved,No ,Phone,2024-11-02,5221
10355,Support Request,Resolved,No ,Chat,2024-10-18,8098
10356,Support Request,Implemented,Yes,Email,2024-10-24,2765
10357,Complaint,Unresolved,No ,Chat,2024-10-27,7551
10358,Support Request,Resolved,Yes,Chat,2024-10-07,8274
10359,Feedback,Implemented,No ,Phone,2024-10-23,7094
10360,Complaint,Unresolved,Yes,Chat,2024-10-11,3712
10361,Support Request,Unresolved,No ,Chat,2024-10-25,9964
10362,Support Request,Implemented,No ,Chat,2024-10-23,6870
10363,Feedback,Resolved,No ,Phone,2024-10-05,3433
10364,Feedback,Pending,Yes,Email,2024-10-15,5706
10365,Support Request,Unresolved,No ,Chat,2024-11-01,10643
10366,Support Request,Pending,Yes,Chat,2024-10-27,5434
10367,Complaint,Implemented,Yes,Phone,2024-11-02,8774
10368,Complaint,Unresolved,No ,Phone,2024-10-13,373
10369,Feedback,Pending,Yes,Chat,2024-10-28,7718
10370,Support Request,Unresolved,Yes,Email,2024-10-21,1686
10371,Feedback,Implemented,No ,Phone,2024-10-10,9496
10372,Complaint,Implemented,No ,Chat,2024-10-11,9459
10373,Support Request,Resolved,No ,Chat,2024-10-07,4582
10374,Feedback,Unresolved,No ,Email,2024-10-13,2928
10375,Support Request,Implemented,No ,Email,2024-10-18,2734
10376,Feedback,Implemented,No ,Phone,2024-10-12,1734
10377,Support Request,Resolved,No ,Email,2024-10-09,6450
10378,Feedback,Resolved,No ,Phone,2024-10-05,4051
10379,Complaint,Implemented,No ,Chat,2024-10-27,3681
10380,Complaint,Resolved,No ,Email,2024-10-18,5105
10381,Feedback,Unresolved,No ,Chat,2024-10-30,4911
10382,Complaint,Resolved,No ,Chat,2024-10-27,6327
10383,Feedback,Resolved,No ,Chat,2024-10-15,9852
10384,Feedback,Resolved,No ,Email,2024-10-15,7639
10385,Complaint,Pending,Yes,Chat,2024-10-10,8418
10386,Complaint,Implemented,No ,Email,2024-10-20,4662
10387,Support Request,Resolved,No ,Chat,2024-10-15,3274
10388,Complaint,Implemented,No ,Phone,2024-10-30,9432
10389,Complaint,Implemented,No ,Email,2024-10-25,10596
10390,Support Request,Unresolved,No ,Phone,2024-10-29,3497
10391,Feedback,Implemented,No ,Chat,2024-10-16,3898
10392,Feedback,Pending,No ,Email,2024-10-12,10622
10393,Support Request,Implemented,Yes,Email,2024-10-17,6764
10394,Feedback,Implemented,Yes,Chat,2024-10-15,10288
10395,Complaint,Resolved,No ,Phone,2024-11-02,2332
10396,Feedback,Unresolved,Yes,Chat,2024-10-28,3163
10397,Support Request,Pending,Yes,Email,2024-10-23,1516
10398,Support Request,Unresolved,Yes,Email,2024-10-24,5712
10399,Support Request,Resolved,No ,Email,2024-10-24,2531
10400,Complaint,Resolved,Yes,Chat,2024-10-08,5520
10401,Feedback,Unresolved,No ,Chat,2024-10-25,5966
10402,Feedback,Pending,No ,Chat,2024-10-24,4034
10403,Complaint,Unresolved,No ,Chat,2024-10-04,5489
10404,Support Request,Pending,Yes,Email,2024-10-22,5943
10405,Feedback,Pending,Yes,Chat,2024-10-11,7522
10406,Complaint,Resolved,No ,Email,2024-10-30,2523
10407,Support Request,Pending,No ,Phone,2024-10-10,5066
10408,Feedback,Unresolved,No ,Email,2024-10-18,9928
10409,Support Request,Unresolved,No ,Chat,2024-10-18,5544
10410,Feedback,Pending,Yes,Chat,2024-10-10,2581
10411,Complaint,Unresolved,No ,Phone,2024-10-16,7330
10412,Feedback,Implemented,No ,Phone,2024-10-19,3210
10413,Support Request,Resolved,No ,Chat,2024-10-13,6728
10414,Feedback,Resolved,Yes,Phone,2024-10-17,10248
10415,Complaint,Implemented,No ,Phone,2024-10-06,10110
10416,Feedback,Resolved,No ,Email,2024-10-12,7929
10417,Support Request,Implemented,Yes,Phone,2024-10-06,3097
10418,Feedback,Implemented,No ,Email,2024-10-06,4504
10419,Feedback,Pending,Yes,Email,2024-10-30,921
10420,Support Request,Implemented,Yes,Phone,2024-10-12,7646
10421,Feedback,Unresolved,Yes,Email,2024-10-19,7651
10422,Feedback,Implemented,No ,Phone,2024-10-22,3593
10423,Support Request,Pending,Yes,Chat,2024-10-04,3814
10424,Feedback,Implemented,No ,Phone,2024-10-31,1798
10425,Feedback,Implemented,No ,Phone,2024-10-23,7000
10426,Feedback,Resolved,Yes,Chat,2024-10-06,9972
10427,Support Request,Resolved,No ,Email,2024-11-02,1225
10428,Feedback,Resolved,Yes,Chat,2024-10-06,3248
10429,Complaint,Unresolved,No ,Chat,2024-10-07,5981
10430,Complaint,Implemented,Yes,Phone,2024-10-14,201
10431,Feedback,Unresolved,Yes,Chat,2024-10-30,10269
10432,Complaint,Implemented,No ,Phone,2024-10-26,3398
10433,Feedback,Resolved,Yes,Email,2024-10-07,8738
10434,Feedback,Pending,No ,Chat,2024-10-25,9990
10435,Support Request,Resolved,No ,Email,2024-10-21,5232
10436,Complaint,Resolved,No ,Email,2024-10-08,392
10437,Support Request,Implemented,No ,Phone,2024-10-22,3693
10438,Support Request,Implemented,No ,Phone,2024-11-01,5163
10439,Complaint,Resolved,No ,Phone,2024-10-13,6286
10440,Support Request,Pending,Yes,Chat,2024-11-02,5731
10441,Complaint,Pending,Yes,Chat,2024-10-31,3753
10442,Support Request,Pending,Yes,Phone,2024-11-02,6958
10443,Support Request,Pending,Yes,Chat,2024-10-19,3212
10444,Complaint,Unresolved,No ,Email,2024-10-19,9600
10445,Complaint,Pending,No ,Chat,2024-10-11,326
10446,Complaint,Unresolved,Yes,Phone,2024-10-12,10614
10447,Support Request,Resolved,Yes,Chat,2024-10-25,8578
10448,Feedback,Pending,No ,Chat,2024-10-07,6102
10449,Support Request,Unresolved,Yes,Phone,2024-10-09,5144
10450,Support Request,Unresolved,Yes,Chat,2024-10-27,7432
10451,Feedback,Implemented,Yes,Phone,2024-10-29,6280
10452,Complaint,Resolved,No ,Chat,2024-10-30,4514
10453,Support Request,Resolved,Yes,Chat,2024-10-18,3635
10454,Complaint,Implemented,Yes,Chat,2024-10-13,4168
10455,Support Request,Unresolved,No ,Email,2024-10-11,8556
10456,Support Request,Unresolved,No ,Phone,2024-10-29,6545
10457,Complaint,Implemented,No ,Phone,2024-10-29,10119
10458,Support Request,Resolved,Yes,Email,2024-10-28,8956
10459,Feedback,Pending,No ,Phone,2024-10-04,3937
10460,Feedback,Implemented,Yes,Chat,2024-10-24,9231
10461,Feedback,Unresolved,Yes,Chat,2024-10-05,7948
10462,Complaint,Implemented,Yes,Chat,2024-10-30,8172
10463,Support Request,Unresolved,Yes,Phone,2024-10-24,2432
10464,Complaint,Implemented,No ,Email,2024-10-07,6794
10465,Support Request,Implemented,No ,Phone,2024-10-15,4599
10466,Feedback,Unresolved,Yes,Email,2024-11-01,8248
10467,Support Request,Implemented,Yes,Email,2024-10-21,1686
10468,Feedback,Unresolved,No ,Email,2024-10-19,4882
10469,Support Request,Implemented,Yes,Chat,2024-10-05,10492
10470,Complaint,Pending,No ,Email,2024-10-08,9223
10471,Complaint,Pending,Yes,Phone,2024-10-07,7206
10472,Complaint,Implemented,No ,Phone,2024-10-14,77
10473,Support Request,Implemented,Yes,Phone,2024-10-24,1127
10474,Complaint,Implemented,Yes,Phone,2024-10-28,6126
10475,Feedback,Pending,No ,Chat,2024-10-09,5242
10476,Feedback,Unresolved,Yes,Email,2024-10-09,6705
10477,Complaint,Unresolved,Yes,Chat,2024-10-19,8767
10478,Complaint,Pending,Yes,Chat,2024-10-28,5717
10479,Feedback,Unresolved,No ,Chat,2024-10-31,679
10480,Complaint,Implemented,No ,Chat,2024-11-01,8421
10481,Complaint,Implemented,No ,Phone,2024-10-22,9436
10482,Feedback,Resolved,No ,Phone,2024-10-17,2511
10483,Support Request,Pending,No ,Phone,2024-10-08,4546
10484,Complaint,Pending,No ,Chat,2024-10-04,5474
10485,Complaint,Implemented,Yes,Phone,2024-10-24,10337
10486,Support Request,Pending,Yes,Email,2024-10-10,10381
10487,Feedback,Unresolved,Yes,Phone,2024-10-20,10334
10488,Feedback,Unresolved,No ,Email,2024-10-26,10110
10489,Support Request,Pending,No ,Phone,2024-10-15,8149
10490,Feedback,Unresolved,Yes,Chat,2024-10-23,136
10491,Support Request,Resolved,No ,Email,2024-10-12,3382
10492,Support Request,Unresolved,Yes,Chat,2024-10-15,219
10493,Complaint,Resolved,No ,Phone,2024-10-18,5379
10494,Complaint,Implemented,No ,Phone,2024-10-28,2842
10495,Complaint,Resolved,Yes,Phone,2024-10-10,1340
10496,Support Request,Unresolved,No ,Phone,2024-10-12,2759
10497,Complaint,Pending,Yes,Chat,2024-10-11,4913
10498,Complaint,Resolved,No ,Phone,2024-10-07,10759
10499,Feedback,Resolved,Yes,Chat,2024-10-23,9964
10500,Complaint,Pending,Yes,Chat,2024-10-31,6342
10501,Support Request,Unresolved,Yes,Phone,2024-10-28,6361
10502,Complaint,Pending,Yes,Chat,2024-10-11,9228
10503,Complaint,Resolved,Yes,Phone,2024-10-21,6125
10504,Support Request,Resolved,No ,Email,2024-10-24,5923
10505,Feedback,Implemented,No ,Chat,2024-10-23,3897
10506,Feedback,Pending,No ,Email,2024-10-07,2482
10507,Complaint,Pending,Yes,Email,2024-10-23,8961
10508,Complaint,Pending,No ,Chat,2024-10-19,1941
10509,Complaint,Resolved,Yes,Chat,2024-10-16,9187
10510,Feedback,Implemented,No ,Email,2024-10-27,196
10511,Feedback,Implemented,No ,Phone,2024-10-07,3581
10512,Complaint,Pending,No ,Email,2024-10-12,2241
10513,Feedback,Pending,No ,Phone,2024-10-22,3356
10514,Complaint,Resolved,No ,Chat,2024-10-29,3863
10515,Support Request,Unresolved,Yes,Email,2024-10-30,3130
10516,Support Request,Unresolved,Yes,Chat,2024-10-12,7244
10517,Complaint,Pending,No ,Chat,2024-10-19,7689
10518,Feedback,Implemented,Yes,Email,2024-10-31,201
10519,Feedback,Unresolved,No ,Email,2024-10-30,6739
10520,Complaint,Unresolved,Yes,Phone,2024-10-17,7377
10521,Support Request,Implemented,Yes,Chat,2024-10-31,3281
10522,Support Request,Pending,Yes,Email,2024-10-24,1054
10523,Feedback,Pending,Yes,Chat,2024-10-11,559
10524,Feedback,Unresolved,Yes,Phone,2024-10-30,6162
10525,Complaint,Unresolved,Yes,Phone,2024-10-24,4794
10526,Support Request,Pending,No ,Chat,2024-10-15,5877
10527,Complaint,Unresolved,No ,Phone,2024-10-10,10734
10528,Support Request,Unresolved,No ,Email,2024-10-28,3236
10529,Complaint,Pending,No ,Phone,2024-10-08,2713
10530,Feedback,Implemented,Yes,Email,2024-10-08,4260
10531,Feedback,Resolved,No ,Chat,2024-10-15,5579
10532,Support Request,Unresolved,Yes,Phone,2024-10-24,616
10533,Feedback,Unresolved,No ,Email,2024-11-02,8416
10534,Support Request,Implemented,No ,Phone,2024-10-17,7787
10535,Complaint,Implemented,No ,Chat,2024-10-07,4627
10536,Feedback,Pending,Yes,Chat,2024-10-04,4814
10537,Complaint,Implemented,Yes,Phone,2024-10-04,6993
10538,Support Request,Pending,Yes,Email,2024-10-28,5726
10539,Feedback,Implemented,Yes,Phone,2024-10-17,9238
10540,Complaint,Implemented,Yes,Email,2024-10-12,1381
